Item_desp,pay_num,category
Non-PPE Covid 19 Related Spend - Telecommunication,404612,Telecommunication
Digital Themometer Scanners,6744,Thermometer
107 Thermometer digital,3754,Thermometer
8 Thermometer contact free in a box,2707,Thermometer
COVID 045 DIGITAL BODY THERMOMETER,29525,Thermometer
COVID 045 DIGITAL BODY THERMOMETER INFRARED NON CONTACT,58250,Thermometer
COVID-19 supply and delivery of Thermometer,298900,Thermometer
DAYOUMED INFRARED THERMOMETER,18962,Thermometer
DAYOUMED INFRARED THERMOMETER @ R1 645/ 1 Thermometer,3292,Thermometer
"DAYOUMED INFRARED THERMOMETER @ R1 648,90/ 1 Thermometer",11377,Thermometer
"DAYOUMED INFRARED THERMOMETER; @ R1 648,90 /thermometer; JHBE19/266-Quote  2 dd 01 June 202",29680,Thermometer
"Dayoumed Inrared Thermometer for 3 @R1 648,90 each",5689,Thermometer
DIGITAL THERMOMETER,454611,Thermometer
DIGITAL THERMOMETERS,16000,Thermometer
Forehead thermometer,1263,Thermometer
INFRA-RED THERMOMETER,4575,Thermometer
INFRARED FOREHEAD THERMOMETERS,127271,Thermometer
Infrared Screening Thermeter,91080,Thermometer
Infrared Themomether,61,Thermometer
NON CONTACT INFRARED THERMOMETER,92250,Thermometer
Non-contact laser thermometers,76000,Thermometer
PPE011 Digital thermometer,178911789,Thermometer
SUPPLY AND DELIVER OF 6 THERMOMETERS AS PER SPEC,30120,Thermometer
T5 INFRARED FOREHEAD THERMOMETER NON-TOUCH,4360,Thermometer
Thermometer  ( Covid 19 ),-29250,Thermometer
THERMOMETER DIGITAL,11700,Thermometer
Thermometer Infrared,34500,Thermometer
Thermometer Medical Infrared,12250,Thermometer
"Thermometer,Medical Digital",3301727,Thermometer
THERMOMETER/INFRA RED SCANNER,954360,Thermometer
Thermometers,243339,Thermometer
Thermometers x7,10850,Thermometer
THEROMETERS,29920,Thermometer
VALVE GATE CTC 42MM                 HAND SANITIZER GEL/PERLE GEL 5L,1699,Uncategorized sanitisers
Wipes & Hand Sanitiser,1326,Uncategorized sanitisers
Gown high risk infection control large,0,Gown high risk infection control large
Gown hospital child age 3-6yr single use,0,Gown hospital child age 3-6yr single use
Gown hospital child age 6-9yr disposable,0,Gown hospital child age 6-9yr disposable
Gown hospital large s/sleeve single use,0,Gown hospital large s/sleeve single use
Gown hospital medium s/sleeve disposable,0,Gown hospital medium s/sleeve disposable
Gown hospital x-large s/sleev single use,0,Gown hospital x-large s/sleev single use
Gown isolation large disposable,0,Gown isolation large disposable
Gown isolation medium disposable,0,Gown isolation medium disposable
Gown isolation small disposable,0,Gown isolation small disposable
Gown isolation x-large 127x62x172x5x39cm,0,Gown isolation x-large 127x62x172x5x39cm
Gown isolation x-large disposable,0,Gown isolation x-large disposable
Gown isolation xx-large disposable,0,Gown isolation xx-large disposable
Gown isolation xxx-large disposable,0,Gown isolation xxx-large disposable
Gown isolation xxx-lrg blue disposable,0,Gown isolation xxx-lrg blue disposable
Gown nurse x large sht slve pastel blue,0,Gown nurse x large sht slve pastel blue
Gown nurses doctors theatre xx-lge green,0,Gown nurses doctors theatre xx-lge green
Gown operating theatre 4 patient medium,0,Gown operating theatre 4 patient medium
Gown operating theatre 4 patient x-large,0,Gown operating theatre 4 patient x-large
Gown operating theatre 4 patient xx-lrge,0,Gown operating theatre 4 patient xx-lrge
Gown patient large s/s white,0,Gown patient large s/s white
Gown polyethylene isolation garment med,0,Gown polyethylene isolation garment med
Gown protection x-large dark blue,0,Gown protection x-large dark blue
Gown short sleeve reusable white small,0,Gown short sleeve reusable white small
"GOWN SURGEON GOWN STERILE, X-LARGE, BLUE",0,"GOWN SURGEON GOWN STERILE, X-LARGE, BLUE"
Gown surgic high risk dispos large blue,0,Gown surgic high risk dispos large blue
Gown surgical high risk dispos med blue,0,Gown surgical high risk dispos med blue
Gown surgical l/sleeve medium jade green,0,Gown surgical l/sleeve medium jade green
Gown surgical l/sleeves large navy blue,0,Gown surgical l/sleeves large navy blue
Gown surgical long sleeve large coloured,0,Gown surgical long sleeve large coloured
Gown surgical long sleeve xlarge colourd,0,Gown surgical long sleeve xlarge colourd
Gown surgical unsterile large blue,0,Gown surgical unsterile large blue
Gown surgical x-large cuff elastic,0,Gown surgical x-large cuff elastic
Gown theatre staff large jade green l/s,0,Gown theatre staff large jade green l/s
Gown theatre staff medium jade green l/s,0,Gown theatre staff medium jade green l/s
Gown theatre staff small jade green l/s,0,Gown theatre staff small jade green l/s
GROCERIES,924262,GROCERIES
GROCERIES -SOUP KITCHEN,80615,GROCERIES -SOUP KITCHEN
Groceries for Piketberg Foodbank,7078,Groceries for Piketberg Foodbank
Groceries for Soup Kitchen,1968,Groceries for Soup Kitchen
Groceries for the homeless,162887,Groceries for the homeless
Groceries to prepare meals for the Homeless,1805,Groceries to prepare meals for the Homeless
GROCERIES- HAMPERS,150000,GROCERIES- HAMPERS
GROCERIES: BEST BAKE FLOUR,222000,GROCERIES: BEST BAKE FLOUR
GROCERIES: LAM STOWE 60KG,11871,GROCERIES: LAM STOWE 60KG
GROCERIES: SALDANHA PILCHARDS 400G,319680,GROCERIES: SALDANHA PILCHARDS 400G
GROCERIES: SKAAP STOWEVLEIS 60KG,17984,GROCERIES: SKAAP STOWEVLEIS 60KG
GROCERIES: SUGAR,348000,GROCERIES: SUGAR
GROCERIES: SUGAR BEANS,144000,GROCERIES: SUGAR BEANS
GROCERIES: VIENNAS,590,GROCERIES: VIENNAS
GROCERIES:MAIZE MEAL,92796,GROCERIES:MAIZE MEAL
GROCERY HAMPERS,409492,GROCERY HAMPERS
"GS CORE RU PREM WS,GLIDESCOPE",347845,"GS CORE RU PREM WS,GLIDESCOPE"
GVM SPECTRUM SYSTEM,0,GVM SPECTRUM SYSTEM
HAKE SELECT,2730,HAKE SELECT
Hammer percussion dejerine cylindr,0,Hammer percussion dejerine cylindr
Hampers,868932,Hampers
"HAND CLEANER LEMON 3,4KG",1770,"HAND CLEANER LEMON 3,4KG"
Hand Gel Pump Sanitizer - Steriwise - 500ml Bottles,0,Hand Gel Pump Sanitizer - Steriwise - 500ml Bottles
HAND LIQUID SOAP,305784,HAND LIQUID SOAP
3 LAYER CLOTH MASK WITH EAR HOOKS,45000,cloth masks
Hand Sanitiser - Foot Operated,1829,Hand Sanitiser - Foot Operated
3 ply disposable masks,13097,cloth masks
3 Ply Disposable Surgical Face Masks,4600,Uncategorized masks
3 Ply Face Masks 50  in a box,937500,Uncategorized masks
3 PLY SURGICAL MASKS BLUE 50/BOX,1050,Uncategorized masks
3 Ply Washable Masks,11558,Uncategorized masks
3-ply disposable masks,2671,Uncategorized masks
3PLY CLOTH FACE MASK,22000,cloth masks
4 ply disposable masks,1201,Uncategorized masks
500 Face Masks,10000,Uncategorized masks
95 Face Masks,1900,Uncategorized masks
BUFFER FACE MASKS,47400,Uncategorized masks
Clear Face masks,4848,Uncategorized masks
"Cloth Mask @  R25,00 each",57500,cloth masks
"CLOTH MASK @ R25,00 / cloth mask",75000,cloth masks
Cloth mask with head loops,177558,cloth masks
CLOTH MASKS,60560,cloth masks
Clothes Masks,94530,cloth masks
COVID-19 3ply surgical mask,4275750,Uncategorized masks
COVID-19 Supply and delivery of branded face masks,194550,Uncategorized masks
Hand sanitiser trigger 70% alcoholx 500ml,0,Hand sanitiser trigger 70% alcoholx 500ml
"Hand Sanitiser, Masks & Surgical Gloves",13534,"Hand Sanitiser, Masks & Surgical Gloves"
DEOMEX MASK (20),5703,Uncategorized masks
Disposable 3ply mask,2300,Uncategorized masks
Hand Sanitisers 20 litre,0,Hand Sanitisers 20 litre
DISPOSABLE FACE MASK,1623,Uncategorized masks
Disposable face mask PK50,5750,Uncategorized masks
DISPOSABLE FACE MASKS,110318,Uncategorized masks
DISPOSABLE MASK BOX,27500,Uncategorized masks
Dromex Masks,1901,Uncategorized masks
Hand Sanitizer & Containers,0,Hand Sanitizer & Containers
hand sanitizer 20l,0,hand sanitizer 20l
Hand Sanitizer 25L,0,Hand Sanitizer 25L
Dusks mask various sizes 2020 FFP2,250262042,"respirator masks (FFP2, N95)"
hand sanitizer 500ml,0,hand sanitizer 500ml
Hand Sanitizer 70% Alcohol 500ml Bottles,0,Hand Sanitizer 70% Alcohol 500ml Bottles
HAND SANITIZER 70% ALCOHOL BASE 25L,0,HAND SANITIZER 70% ALCOHOL BASE 25L
Dust & Res Masks,437,Uncategorized masks
HAND SANITIZER DISPANSER STAND,0,HAND SANITIZER DISPANSER STAND
Hand sanitizer Gel,0,Hand sanitizer Gel
DUST MASK FFP1 20 PER BOX,15525,Uncategorized masks
DUST MASK MATSAFE,656,Uncategorized masks
DUST MASK/PARTICULATE FILTERING MASK,42413,Uncategorized masks
DUST MASKS,13725,Uncategorized masks
"EMBROIDERY OF CLOTH MASK WITH DPW LOGO @ R22,00 / cloth mask",66000,cloth masks
"Embroidery of cloth mask with DPWI Logo @ R22,00 each",50600,cloth masks
Hand Soap foam 25L,0,Hand Soap foam 25L
HAND SOAP LIQUID 20L*10,0,HAND SOAP LIQUID 20L*10
Hand soap refills,4876,Hand soap refills
Hand spray containers 500ml,11656,Hand spray containers 500ml
Hand Table Attachment,0,Hand Table Attachment
Hand wash,602,Hand wash
HANDSANITISERS,0,HANDSANITISERS
handshield loudhailers,0,handshield loudhailers
HANDSKOEN CHIRURGIES 100'S,5509,HANDSKOEN CHIRURGIES 100'S
HANDSKOEN NITRILE BLOU MEDIUM -100,3519,HANDSKOEN NITRILE BLOU MEDIUM -100
Handskoen Nitrile Blue Medium - 100,1173,Handskoen Nitrile Blue Medium - 100
HANDSKOEN PREMIUM LATEXX OMHUL MEDIUM,2943,HANDSKOEN PREMIUM LATEXX OMHUL MEDIUM
Handskoene & Hand Sanitiser,1864,Handskoene & Hand Sanitiser
Hanger wood radiation,0,Hanger wood radiation
"Hanger, Apron",0,"Hanger, Apron"
Hazardous waste cardboard boxes 50 Litres,0,Hazardous waste cardboard boxes 50 Litres
Hazardous waste liners for 50 litre box,0,Hazardous waste liners for 50 litre box
Hazardous waste tape for box assembly,0,Hazardous waste tape for box assembly
Healthcare risk waste management service,0,Healthcare risk waste management service
Heat Mesuring Thermometer,0,Heat Mesuring Thermometer
HEAVY DUTY THERMOMETRE,0,HEAVY DUTY THERMOMETRE
Fabrick Masks,2000,Uncategorized masks
Hemoglobin meter,0,Hemoglobin meter
High Flow Oxygen Machine with Humidification Capability,174191,High Flow Oxygen Machine with Humidification Capability
High Flow Oxygen Units,0,High Flow Oxygen Units
FACE MASK,43836,Uncategorized masks
HIRE A TENT,0,HIRE A TENT
HIRE OF CAR,415546,HIRE OF CAR
HIRE OF GAS CYLINDERS,13426,HIRE OF GAS CYLINDERS
HIRING OF 2 POLE TENT FOR COVID 19 AT PHAKADE JUNCTION FOR MONTH OF MAY,58800,HIRING OF 2 POLE TENT FOR COVID 19 AT PHAKADE JUNCTION FOR MONTH OF MAY
HIRING OF SOUND,34200,HIRING OF SOUND
Holder letter steel bed 410 x 385 x 95mm,0,Holder letter steel bed 410 x 385 x 95mm
Holder needle crile wood,0,Holder needle crile wood
Hose air monitor desk GE HEALTHCARE V100,0,Hose air monitor desk GE HEALTHCARE V100
Hose air monitor desktop Eden M3A,0,Hose air monitor desktop Eden M3A
Hose air monitor desktop Mindray VS900,0,Hose air monitor desktop Mindray VS900
Hose air monitor trolley Mindray VS800,0,Hose air monitor trolley Mindray VS800
HOSE STEM 8MMX QUICK COUPLER,116,HOSE STEM 8MMX QUICK COUPLER
Hosital Mattress,109726,Hosital Mattress
Hospital tables,430343,Hospital tables
Human resources-services,41241842,Human resources-services
Humidifier required ventilator Servo N,0,Humidifier required ventilator Servo N
Humidifier ventilator Bellavista 1000Neo,0,Humidifier ventilator Bellavista 1000Neo
"HUMIDIFIER,MEDICAL",0,"HUMIDIFIER,MEDICAL"
Huur van klanktoerusting,3800,Huur van klanktoerusting
Hygiene Liquid Disinfactant,0,Hygiene Liquid Disinfactant
Hygiene Office Supplies for covid-19,6332,Hygiene Office Supplies for covid-19
Hygiene soap (12pc),0,Hygiene soap (12pc)
ICE BRICK PLASTIC,375,ICE BRICK PLASTIC
Ice Pack for sample cooler box,0,Ice Pack for sample cooler box
ICU Beds,0,ICU Beds
ICU MONITOR,0,ICU MONITOR
ICU monitor: Mindray T6,0,ICU monitor: Mindray T6
Imager laser Horion GS 30kg,0,Imager laser Horion GS 30kg
"IMPLANT SURGICAL,IMPLANTS AND PROSTHESIS",0,"IMPLANT SURGICAL,IMPLANTS AND PROSTHESIS"
INCUBATOR,0,INCUBATOR
INCUBATOR INFANT DRAGER,0,INCUBATOR INFANT DRAGER
Incubator standard atom,0,Incubator standard atom
Incubator standard Ertunc -Ozcan Baby,0,Incubator standard Ertunc -Ozcan Baby
Incubators Closed,0,Incubators Closed
Indicator test pack disposable 30per box,0,Indicator test pack disposable 30per box
individually wrapped sanitising wet-wipes,0,individually wrapped sanitising wet-wipes
Industrial Faceshield,810,Industrial Faceshield
Industrial Faceshield with helmet,959,Industrial Faceshield with helmet
Industrial Floor demarcation Tape (Reflective red),11000,Industrial Floor demarcation Tape (Reflective red)
Industrial nitrile gloves,0,Industrial nitrile gloves
Infant Warmer,0,Infant Warmer
Infrared Forehead Themometer,0,Infrared Forehead Themometer
Infrastructure,2304316407,Infrastructure
FACE MASK - EVA & ELM SULLIVAN DOUBLE LAYER,7763,Uncategorized masks
Infusion line for syringe pumps100cm PE,0,Infusion line for syringe pumps100cm PE
Infusion line line ASV syringe pump set,2829,Infusion line line ASV syringe pump set
INFUSION PUMP,0,INFUSION PUMP
Infusion pump for Agilia volumat y-sites,0,Infusion pump for Agilia volumat y-sites
Infusion pump FPVZ 019191- MC (Link 4),0,Infusion pump FPVZ 019191- MC (Link 4)
Infusion pump Mindray,0,Infusion pump Mindray
Infusion pump Mindray Benefusion VP3,0,Infusion pump Mindray Benefusion VP3
INFUSION PUMP OFFER2 AND DOCKING/STACKABLE STATION OFFER1,0,INFUSION PUMP OFFER2 AND DOCKING/STACKABLE STATION OFFER1
Infusion pump syringe general purpose,0,Infusion pump syringe general purpose
Infusion pump volumetric RT4-05-067(A)ME,0,Infusion pump volumetric RT4-05-067(A)ME
"Infusion Pump, Volumetric",0,"Infusion Pump, Volumetric"
"Infusion pump,syringe anaesthesia",0,"Infusion pump,syringe anaesthesia"
Infusion pumps,0,Infusion pumps
INFUSION PUMPS (WARD),0,INFUSION PUMPS (WARD)
INSUFFLATION SET 116100-000390 2-L BRONCHIAL 39FR,16990,INSUFFLATION SET 116100-000390 2-L BRONCHIAL 39FR
INTENSIVE CARE UNIT,0,INTENSIVE CARE UNIT
INTRODUCERS ADULT,0,INTRODUCERS ADULT
INTRODUCERS CHILD,0,INTRODUCERS CHILD
INTRODUCERS NEONATE,0,INTRODUCERS NEONATE
Inv5259 COVID report - FKruger,28435,Inv5259 COVID report - FKruger
Item Description,0,Item Description
JACKET,0,JACKET
JACKET MEN NAVY 3 BUTTON\ ALL WOOL PROTECTIVE CLOTHING,7593,JACKET MEN NAVY 3 BUTTON\ ALL WOOL PROTECTIVE CLOTHING
Face Masks,70163,Uncategorized masks
Face Masks   HQ,175000,Uncategorized masks
Face Masks - EC and KZN,32100,Uncategorized masks
Face Masks - Free State,6798,Uncategorized masks
Face Masks - Western Cape,17250,Uncategorized masks
JHB REGIONAL OFFICE-Fit & Supply new charcoal grey aluminium shop front frame and 6.38 clear glass,0,JHB REGIONAL OFFICE-Fit & Supply new charcoal grey aluminium shop front frame and 6.38 clear glass
Jumbo roll Single ply wipes,0,Jumbo roll Single ply wipes
Face Masks -Surgical 3 ply,2000,Uncategorized masks
Face Masks Mpumalanga,23300,Uncategorized masks
Kick about Trolley,0,Kick about Trolley
Kick about with bucket,0,Kick about with bucket
KITCHEN SUPPLIES,540,KITCHEN SUPPLIES
Face Masks North West,14400,Uncategorized masks
Face Masks Northern Cape,9660,Uncategorized masks
Knapsack Prayer with Shoulder Strap(16L),51073,Knapsack Prayer with Shoulder Strap(16L)
Face Masks-Limpopo,51750,Uncategorized masks
FFP1 SURGICAL 3 LAYER MASK BLUE,4005,Uncategorized masks
Labeling machine & tape,1146,Labeling machine & tape
Labels Various Colours,0,Labels Various Colours
LABORATORY,9485800,LABORATORY
Laboratory services,0,Laboratory services
FFP2 Dust mask,109800,"respirator masks (FFP2, N95)"
LABOUR REPAIRS,0,LABOUR REPAIRS
LAM STOWE,5442,LAM STOWE
Lam Stowe & Viennas,2044,Lam Stowe & Viennas
LAMB STEW,11871,LAMB STEW
Lamb Stew & Mince,4857,Lamb Stew & Mince
Lamp examination mobile doctor shade,0,Lamp examination mobile doctor shade
LAMP LIGHT EXAMINATION SINGLE,0,LAMP LIGHT EXAMINATION SINGLE
Large Oxygen Trolleys,0,Large Oxygen Trolleys
"Laringoscope, set",0,"Laringoscope, set"
"Laringoscope, video",0,"Laringoscope, video"
Laryngoscope,0,Laryngoscope
Laryngoscope adult /peads,0,Laryngoscope adult /peads
Laryngoscope adult peads,0,Laryngoscope adult peads
LARYNGOSCOPE SET WITH  NEONATE BLADES,0,LARYNGOSCOPE SET WITH  NEONATE BLADES
LARYNGOSCOPE SET WITH PAEDS BLADES,0,LARYNGOSCOPE SET WITH PAEDS BLADES
"Laryngoscope Set, complete in carry Case disp",0,"Laryngoscope Set, complete in carry Case disp"
"Laryngoscope, set",0,"Laryngoscope, set"
"Laryngoscope, Video",0,"Laryngoscope, Video"
LASER ALCO SPRAY 5L,14579,LASER ALCO SPRAY 5L
LASER H2 ZERO GEL (BIOCIDE) 5L,15838,LASER H2 ZERO GEL (BIOCIDE) 5L
Latex Gloves - Box 100,0,Latex Gloves - Box 100
Latex Gloves - High Cuff,0,Latex Gloves - High Cuff
Latex gloves 100 per box,0,Latex gloves 100 per box
Latex Gloves 50/Pairs P/Box,0,Latex Gloves 50/Pairs P/Box
Latex Powdered large gloves,0,Latex Powdered large gloves
LAUNDRY,0,LAUNDRY
Lead ECG,0,Lead ECG
Lead ECG paed basic monitor MDRUMEC12,0,Lead ECG paed basic monitor MDRUMEC12
LEGAL COST -COVID 19,132480,LEGAL COST -COVID 19
"FFP2 Moulded mask respirator 250 boxes @ R580,00/box of 20 respirators",166750,"respirator masks (FFP2, N95)"
"LID,CUP",0,"LID,CUP"
lifeguard 20 Ptient  stretchery / trolley lg mat mattress,0,lifeguard 20 Ptient  stretchery / trolley lg mat mattress
Light examination led w/battery keling,0,Light examination led w/battery keling
Light examination led with battery keling,0,Light examination led with battery keling
Light phototheraphy LED Natus Neoblue,0,Light phototheraphy LED Natus Neoblue
"Light, examination, mobile with battery backup",0,"Light, examination, mobile with battery backup"
"Light, Exanination, Mobile with Battery Backup",0,"Light, Exanination, Mobile with Battery Backup"
"LIGHT,MEDICAL",0,"LIGHT,MEDICAL"
linen  trolley/ receptable,0,linen  trolley/ receptable
Linen Receptacle,0,Linen Receptacle
linen solid trolley,0,linen solid trolley
"Lingt, exanination, mobile with battery backup",0,"Lingt, exanination, mobile with battery backup"
"FFP2 Moulded Mask Respirator@ R580,00 per box of 20",266800,"respirator masks (FFP2, N95)"
Hand sanitisers and disposal mask,4450,Hand sanitisers and disposal mask
LIQUID HAND SANITSER 25L,4482,LIQUID HAND SANITSER 25L
Liquid Soap,18071578,Liquid Soap
Liquid Soap 20 litre,70900,Liquid Soap 20 litre
Liquid tiolet soap,0,Liquid tiolet soap
LOCKER,0,LOCKER
Locker bedisde mild steel,0,Locker bedisde mild steel
Locker bedside mild steel,0,Locker bedside mild steel
Locker bedside mils steel,0,Locker bedside mils steel
"Locker, Bedside",0,"Locker, Bedside"
"LOGGER,DATA",0,"LOGGER,DATA"
LUDWE NGAMLANA PS,2240,LUDWE NGAMLANA PS
MACASSAR HS,1920,MACASSAR HS
MACASSAR PS,3750,MACASSAR PS
MAINTENANCE AND REPAIRS OF OFFICE EQUIPMENT.,21100,MAINTENANCE AND REPAIRS OF OFFICE EQUIPMENT.
MAINTENANCE AND REPAIRS OF SECURITY EQUIPMENT.,32684,MAINTENANCE AND REPAIRS OF SECURITY EQUIPMENT.
MAIZE MEAL 2.5KG,179322,MAIZE MEAL 2.5KG
Make up Spray gun for covid 19 station and loerie park to sanitize,1110,Make up Spray gun for covid 19 station and loerie park to sanitize
MASK 3PLY+LOOPS DISPOSABLE                                    HAND SANITIZER 5LT 60%,1730,MASK 3PLY+LOOPS DISPOSABLE                                    HAND SANITIZER 5LT 60%
Mask anaesthetic disposabl singleuse sz5,0,Uncategorized masks
Mask CPAP for non invasive large,0,Uncategorized masks
Mask face anaesth reusable soft rim sz5,0,Uncategorized masks
Mask face anaesthe reusable soft rim sz2,0,Uncategorized masks
Mask face anaesthe reusable soft rim sz3,0,Uncategorized masks
Mask face anaesthe reusable soft rim sz4,0,Uncategorized masks
Mask face anaesthetic inflatable size6,0,Uncategorized masks
Mask face anaesthetic single use size5,0,Uncategorized masks
Mask face aseptic fog free,0,Uncategorized masks
Mask face cloth 3lyr elastic loops adult,0,cloth masks
Mask face elasticated loops two layered,0,Uncategorized masks
Mask face hypo allergenic interfacing,0,Uncategorized masks
Mask face surgical large disposable,0,Uncategorized masks
Mask face surgical medium disposable,0,Uncategorized masks
Mask face surgical type1 fluid 0 1mm thk,0,Uncategorized masks
Mask face type 1fluid with eye shield,0,Uncategorized masks
Mask fluid shield fog free surgical 25s,0,Uncategorized masks
Mask laryngeal infant: size:1 5 (5-10kg),0,Uncategorized masks
Mask laryngeal infant/paediatric: sz:2 0,0,Uncategorized masks
Mask NIV full-face ventilation large,402500,Uncategorized masks
Mask oxygen rebreathing for adults 1 8m,0,Uncategorized masks
Mask oxygen under chin type adult,0,Uncategorized masks
Mask oxygen under chin type paediatric,0,Uncategorized masks
Mask oxygen venturi 28% adult size,21091,Uncategorized masks
Mask oxygen venturi paeds 42271708-00039,1656,Uncategorized masks
Mask surgic short elastic loop 100/pk,0,Uncategorized masks
Mask surgical face non woven flexible,0,Uncategorized masks
Mask surgical theatre without loop,0,Uncategorized masks
"MASK,MEDICAL",0,Uncategorized masks
MASK: SURGICAL LATEX FREE,0,Uncategorized masks
Maskers/Examination gloves,1506,Maskers/Examination gloves
Masks & Hand Sanitiser,1891,Masks & Hand Sanitiser
Masks 50 p/b,0,Uncategorized masks
Masks and sanitizers,29914,Masks and sanitizers
Materiaal Covid 19 PPE,36800,Materiaal Covid 19 PPE
Material for covid 19,1540110,Material for covid 19
MATRESS FOR BED - 4250917613 deleted,0,MATRESS FOR BED - 4250917613 deleted
MATRESS FOR BED HOSPITAL,0,MATRESS FOR BED HOSPITAL
"Matresses for bed/cot ""Durofoam Mattress""",0,"Matresses for bed/cot ""Durofoam Mattress"""
MATTRESS,0,MATTRESS
Mattress adjustable bed 196x820x150mm,0,Mattress adjustable bed 196x820x150mm
Mattress bed/cot hospital RRTR24-02-010,0,Mattress bed/cot hospital RRTR24-02-010
Mattress cradle 75cm x 50cm white,0,Mattress cradle 75cm x 50cm white
Mattress for bed hospital high-low,0,Mattress for bed hospital high-low
Mattress for bed is double stitched 3x26,0,Mattress for bed is double stitched 3x26
"Mattress for hospital bed/cot ""Durofoam""",0,"Mattress for hospital bed/cot ""Durofoam"""
Mattress hospital bed 1950x 850x 150mm,0,Mattress hospital bed 1950x 850x 150mm
Mattress patient trolley RT24-12-019ME,0,Mattress patient trolley RT24-12-019ME
Mattress pressure relief matress system,0,Mattress pressure relief matress system
Mattress system pressure relief with pump,0,Mattress system pressure relief with pump
"Mattress, pressure relief",0,"Mattress, pressure relief"
MAX AAA 6 PACK,2199,MAX AAA 6 PACK
"MAY 2 COVID FOOD,FRSH&OP-BOLD-D4",247829,"MAY 2 COVID FOOD,FRSH&OP-BOLD-D4"
"MAY 5 COVID FD,FRSH&OP-BOLD-WC2",142869,"MAY 5 COVID FD,FRSH&OP-BOLD-WC2"
"MAY 5 COVID FD,FRSH&OP-BOLD-WC3",54943,"MAY 5 COVID FD,FRSH&OP-BOLD-WC3"
"MAY 5 COVID FOOD,FRSH&OP-BOLD-O1",208154,"MAY 5 COVID FOOD,FRSH&OP-BOLD-O1"
MAY 5 COVID OPERA-BOLD-O2,26402,MAY 5 COVID OPERA-BOLD-O2
"MAY COVID FD,FRSH&OP-PSFA-C1",128933,"MAY COVID FD,FRSH&OP-PSFA-C1"
"MAY COVID FD,FRSH&OP-PSFA-C2",162078,"MAY COVID FD,FRSH&OP-PSFA-C2"
"MAY COVID FD,FRSH&OP-PSFA-E1",192407,"MAY COVID FD,FRSH&OP-PSFA-E1"
"MAY COVID FD,FRSH&OP-PSFA-E2",313494,"MAY COVID FD,FRSH&OP-PSFA-E2"
"MAY COVID FD,FRSH&OP-PSFA-N1",99894,"MAY COVID FD,FRSH&OP-PSFA-N1"
"MAY COVID FD,FRSH&OP-PSFA-N2",182980,"MAY COVID FD,FRSH&OP-PSFA-N2"
"MAY COVID FD,FRSH&OP-PSFA-S1",115655,"MAY COVID FD,FRSH&OP-PSFA-S1"
MAY NO.2 COVID FOOD&FRSH-BOLD-D1,268703,MAY NO.2 COVID FOOD&FRSH-BOLD-D1
MAY NO.2 COVID FOOD&FRSH-BOLD-D2,198887,MAY NO.2 COVID FOOD&FRSH-BOLD-D2
MAY NO.2 COVID FOOD&FRSH-BOLD-D3,253222,MAY NO.2 COVID FOOD&FRSH-BOLD-D3
MAY NO.2 COVID FOOD&FRSH-BOLD-D5,264281,MAY NO.2 COVID FOOD&FRSH-BOLD-D5
MAY NO.2 COVID FOOD&FRSH-PSFA-C1,42224,MAY NO.2 COVID FOOD&FRSH-PSFA-C1
MAY NO.2 COVID FOOD&FRSH-PSFA-E1,71630,MAY NO.2 COVID FOOD&FRSH-PSFA-E1
MAY NO.2 COVID FOOD&FRSH-PSFA-N2,160053,MAY NO.2 COVID FOOD&FRSH-PSFA-N2
MAY NO.2 COVID FOOD&FRSH-PSFA-S1,90654,MAY NO.2 COVID FOOD&FRSH-PSFA-S1
MAY NO.2 COVID FRESH-PSFA-N1,8837,MAY NO.2 COVID FRESH-PSFA-N1
MAY NO.3 COVID FOOD&FRSH-PSFA-C2,66950,MAY NO.3 COVID FOOD&FRSH-PSFA-C2
MAY NO.3 COVID FOOD&FRSH-PSFA-N1,103037,MAY NO.3 COVID FOOD&FRSH-PSFA-N1
MAY NO.3 COVID FRESH-PSFA-E1,7457,MAY NO.3 COVID FRESH-PSFA-E1
MAY NO.3 COVID FRESH-PSFA-E2,8607,MAY NO.3 COVID FRESH-PSFA-E2
MAY NO.4 COVID OPERA.-PSFA-C1,5918,MAY NO.4 COVID OPERA.-PSFA-C1
MAY NO.4 COVID OPERA.-PSFA-E1,10573,MAY NO.4 COVID OPERA.-PSFA-E1
MAY NO.4 COVID OPERA.-PSFA-E2,14487,MAY NO.4 COVID OPERA.-PSFA-E2
MAY NO.4 COVID OPERA.-PSFA-N1,18234,MAY NO.4 COVID OPERA.-PSFA-N1
MAY NO.6 COVID MILK-MOKGATSH-CW2,4190,MAY NO.6 COVID MILK-MOKGATSH-CW2
MAYONNAISE  MAYONAISE,0,MAYONNAISE  MAYONAISE
K95 MASKS 10/BOX,2300,Uncategorized masks
Mechanical transport ventilator,0,Mechanical transport ventilator
MEDICAL,823922,MEDICAL
MEDICAL  APPLIANCES,610,MEDICAL  APPLIANCES
"MEDICAL , COVID19 ANTIGEN TESTING",3321,"MEDICAL , COVID19 ANTIGEN TESTING"
Medical equipment and supplies,0,Medical equipment and supplies
MEDICAL EQUIPMENT SET,0,MEDICAL EQUIPMENT SET
MEDICAL EQUIPMENT SET INFANT/CHILD REPLACEMENT     REDUCED ENERGY DEFIBRILATION ELECT,0,MEDICAL EQUIPMENT SET INFANT/CHILD REPLACEMENT     REDUCED ENERGY DEFIBRILATION ELECT
