supplier_sum,supplier_name,No,Institution_name,Item_desp,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,Cleaned_name,Cleaned_supplier,CSD_Registration_No
106108072.02,promed technologies,768,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,47.66,40000,EA,30/09/2020,"R1,906,400.00",,R0,0,1906400.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,769,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,10000,EA,30/09/2020,"R231,400.00",,R0,0,231400.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,770,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,40000,EA,30/09/2020,"R925,600.00",,R0,0,925600.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,771,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,5000,EA,30/09/2020,"R115,700.00",,R0,0,115700.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,772,GAUTENG - HEALTH,Gown surgical sml non-woven blue sterile,0,22.46,100,EA,30/09/2020,"R2,246.00",,R0,0,2246.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,819,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,.,120,2000,EA,30/09/2020,"R240,000.00",21/01/2021,"R240,000",240000,240000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,820,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,240,2000,0,30/09/2020,"R480,000.00",17/12/2020,"R480,000",480000,480000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,1163,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,132.1,1472,0,30/06/2021,"R194,451.20",8/5/2021,"R194,451",194451,194451.2,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,1899,GAUTENG - SOCIAL DEVELOPMENT,PPE001 Surgical masks for patients,Not applicable,57.68,200,Each,29/10/2020,"R11,536.00",,R0,0,11536.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,2023,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,53.38,5000,Each,29/07/2021,"R533,795.50",9/1/2021,"R266,898",266898,533795.5,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,2194,GAUTENG - SOCIAL DEVELOPMENT,Coveralls EMS 2 piece medium navy blue,0,64.4,250,Each,29/06/2021,"R16,100.00",,R0,0,16100.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,2702,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,2000,Box of 100,29/04/2021,"R817,153.20",27/07/2021,"R363,170",363170,817153.2,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,2703,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,4000,Box of 100,29/04/2021,"R1,452,716.80",27/07/2021,"R726,340",726340,1452716.8,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,2704,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,8000,Box of 100,29/04/2021,"R2,542,254.40",27/07/2021,"R1,452,680",1452680,2542254.4,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,2779,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,BANDAGE,199.99,200,RL,29/04/2020,"R39,997.32",23/11/2020,"R39,997",39997,39997.32,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,2800,DEPARTMENT OF CORRECTIONAL SERVICES,PPE007 Isolation gowns,0,23.83,1500,EA,29/04/2020,"R35,745.00",23/11/2020,"R35,745",35745,35745.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,3502,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,23.83,510,Each,28/05/2020,"R12,153.30",,R0,0,12153.3,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,3674,EASTERN CAPE - SOUTH AFRICAN SOCIAL SECURITY AGENCY,PPE020 Hand sanitisers and disinfectants,0,0,0,0,28/05/2020,"R74,520.00",22/07/2020,"R74,520",74520,74520.0,Eastern cape - south african social security agency,promed technologies,MAAA0352514
106108072.02,promed technologies,3824,INSETA,PPE020 Hand sanitisers and disinfectants,0,0,300,Each,28/04/2020,"R86,160.00",8/11/2020,"R86,160",86160,86160.0,Inseta,promed technologies,MAAA0352514
106108072.02,promed technologies,3964,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 large powder free,0,0,3000,0,27/11/2020,"R544,770.00",,R0,0,544770.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,3965,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 x-large powder free,0,0,1500,0,27/11/2020,"R272,385.00",,R0,0,272385.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,4063,SA POLICE SERVICE,Other,Folded hand paper towel,12.25,306,0,27/10/2020,"R3,750.00",,R0,0,3750.0,Sa police service,promed technologies,MAAA0352514
106108072.02,promed technologies,4064,SA POLICE SERVICE,Other,Folded hand paper towel,12.25,408,0,27/10/2020,"R5,000.00",,R0,0,5000.0,Sa police service,promed technologies,MAAA0352514
106108072.02,promed technologies,4065,SA POLICE SERVICE,Other,Folded hand paper towel,12.25,816,0,27/10/2020,"R10,000.00",,R0,0,10000.0,Sa police service,promed technologies,MAAA0352514
106108072.02,promed technologies,4066,SA POLICE SERVICE,Other,Folded hand paper towel,12.25,8288,0,27/10/2020,"R101,528.00",,R0,0,101528.0,Sa police service,promed technologies,MAAA0352514
106108072.02,promed technologies,4280,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,53.38,5000,Each,27/07/2021,"R533,795.50",9/1/2021,"R266,898",266898,533795.5,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,4824,HOME AFFAIRS,PPE015 Non-sterile examination gloves,0,181.59,1000,Box of 100,27/01/2021,"R181,591.00",,R0,0,181591.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,4960,SA POLICE SERVICE,Other,Folded hand paper towel,12.25,500,0,26/10/2020,"R12,250.00",11/10/2020,"R12,250",12250,12250.0,Sa police service,promed technologies,MAAA0352514
106108072.02,promed technologies,5220,MPUMALANGA - HEALTH,Other,Paper towe 235mmX360mm 1ply,55.75,100,Other UOM,26/07/2020,"R5,575.00",12/3/2020,"R5,575",5575,5575.0,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,5872,DEPARTMENT OF PUBLIC ENTERPRISES,PPE019 Surface sanitisers and disinfectants,0,90,30,5 Litre,26/03/2020,"R2,700.00",12/5/2020,"R2,700",2700,2700.0,Department of public enterprises,promed technologies,MAAA0352514
106108072.02,promed technologies,6459,CORRECTIONAL SERVICES,PPE000 Other PPEs,0,12.25,400,Each,25/05/2021,"R4,900.00",21/06/2021,"R4,900",4900,4900.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,6616,DEPARTMENT OF PUBLIC ENTERPRISES,PPE011 Digital thermometer,0,"1,800.00",2,Each,25/05/2020,"R3,600.00",12/6/2020,"R3,600",3600,3600.0,Department of public enterprises,promed technologies,MAAA0352514
106108072.02,promed technologies,6783,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.21,1100,Each,25/03/2020,"R350,600.50",20/04/2020,"R25,527",25527,350600.5,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,6784,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.37,1500,Each,25/03/2020,"R350,600.50",23/04/2020,"R35,058",35058,350600.5,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,6785,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.14,4000,Each,25/03/2020,"R350,600.50",20/04/2020,"R92,575",92575,350600.5,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,6786,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.24,700,Each,25/03/2020,"R350,600.50",20/04/2020,"R16,269",16269,350600.5,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,6908,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,Surgical gloves,181.59,200,Other UOM,25/02/2021,"R36,318.00",3/5/2021,"R36,318",36318,36318.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,7000,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 large powder free,0,0,60000,0,24/11/2020,"R10,895,400.00",,R0,0,10895400.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,7001,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 medium powder free,0,0,60000,0,24/11/2020,"R10,895,400.00",,R0,0,10895400.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,7002,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 small powder free,0,0,6000,0,24/11/2020,"R1,089,540.00",,R0,0,1089540.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,7003,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 x-large powder free,0,0,900,0,24/11/2020,"R163,431.00",,R0,0,163431.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,7423,MHLONTLO LOCAL MUNICIPALITY,PPE005 Eye protection - Goggles,Supply and delivery of PPE'S,30,30 Units,Each,24/06/2020,"R4,200.00",8/7/2020,"R4,200",4200,4200.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7426,MHLONTLO LOCAL MUNICIPALITY,PPE006 Visor / Face Shield,Supply and delivery of PPE'S,70,2 units,Each,24/06/2020,R140.00,8/7/2020,R140,140,140.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7427,MHLONTLO LOCAL MUNICIPALITY,PPE009 Protective coveralls,Supply and delivery of PPE'S,80,200 units,Each,24/06/2020,"R16,000.00",8/7/2020,"R16,000",16000,16000.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7441,MHLONTLO LOCAL MUNICIPALITY,PPE016 Sterile examination or surgical gloves,Supply and delivery of PPE'S,160,3 boxes,Box of 10,24/06/2020,"R4,800.00",8/7/2020,"R4,800",4800,4800.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7451,MHLONTLO LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Supply and delivery of PPE'S,30,500 Units,Each,24/06/2020,"R15,000.00",8/7/2020,"R15,000",15000,15000.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7474,MHLONTLO LOCAL MUNICIPALITY,PPE020 Hand sanitisers and disinfectants,Supply and delivery of PPE'S,90,350 units,Each,24/06/2020,"R31,500.00",8/7/2020,"R31,500",31500,31500.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7505,MHLONTLO LOCAL MUNICIPALITY,PPE027 Manual sanitiser dispensers,Supply and delivery of PPE'S,500,20 Units,Each,24/06/2020,"R25,000.00",8/7/2020,"R25,000",25000,25000.0,Mhlontlo local municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,7691,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,4000,Box of 100,24/03/2021,"R1,452,716.80",8/3/2021,"R726,358",726358,1452716.8,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,7748,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.14,2000,Each,24/03/2020,"R46,289.80",20/04/2020,"R46,288",46288,46289.8,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,7757,NATIONAL DEPARTMENT OF HEALTH,PPE015 Non-sterile examination gloves,0,46.6,9000,Box of 100,24/03/2020,"R419,400.00",5/11/2020,"R419,400",419400,419400.0,Department of health,promed technologies,MAAA0352514
106108072.02,promed technologies,7923,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 large powder free,0,0,2800,0,23/11/2020,"R508,452.00",,R0,0,508452.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,8227,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,Not applicable,73.6,80,Each,23/08/2021,"R5,888.00",,R0,0,5888.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,9302,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,56.63,12000,0,22/07/2021,"R679,560.00",8/6/2021,"R679,560",679560,679560.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,9332,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,23.83,1000,Each,22/07/2020,"R23,830.00",9/7/2020,"R23,830",23830,23830.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,9333,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,1000,Each,22/07/2020,"R23,140.00",9/7/2020,"R23,140",23140,23140.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,9535,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,23.83,500,Each,22/06/2020,"R11,915.00",,R0,0,11915.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,9536,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,500,Each,22/06/2020,"R11,570.00",,R0,0,11570.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,9537,GAUTENG - HEALTH,Gown surgical sml non-woven blue sterile,0,22.46,500,Each,22/06/2020,"R11,230.00",,R0,0,11230.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,10034,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,Surgical gloves,181.59,100,Box of 100,22/02/2021,"R18,159.00",3/4/2021,"R18,159",18159,18159.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,10135,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,Gloves,175,200-,Each,22/01/2021,"R35,000.00",22/01/2021,"R35,000",35000,35000.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,10242,INTERNATIONAL RELATIONS & COOPERATION,PPE015 Non-sterile examination gloves,0,135.7,100,Box of 50,21/10/2020,"R13,570.00",21/10/2020,R0,0,13570.0,International relations & cooperation,promed technologies,MAAA0352514
106108072.02,promed technologies,10610,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,56.63,1500,Each,21/07/2021,"R849,441.75",13/09/2021,"R84,939",84939,849441.75,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,10611,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,56.63,6000,Each,21/07/2021,"R849,441.75",9/1/2021,"R339,756",339756,849441.75,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11000,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,23.83,10000,Each,21/05/2020,"R238,300.00",,R0,0,238300.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11001,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,5000,Each,21/05/2020,"R115,700.00",,R0,0,115700.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11002,GAUTENG - HEALTH,Gown surgical sml non-woven blue sterile,0,22.46,100,Each,21/05/2020,"R2,246.00",,R0,0,2246.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11475,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 large powder free,0,0,40000,0,20/11/2020,"R7,263,600.00",,R0,0,7263600.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11476,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 large powder free,0,0,60000,0,20/11/2020,"R21,790,800.00",,R0,0,21790800.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11477,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 medium powder free,0,0,40000,0,20/11/2020,"R7,263,600.00",,R0,0,7263600.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11478,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 medium powder free,0,0,60000,0,20/11/2020,"R21,790,800.00",,R0,0,21790800.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11479,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 small powder free,0,0,2000,0,20/11/2020,"R363,180.00",,R0,0,363180.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11480,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 small powder free,0,0,6000,0,20/11/2020,"R2,179,080.00",,R0,0,2179080.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11481,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 x-large powder free,0,0,300,0,20/11/2020,"R54,477.00",,R0,0,54477.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11482,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 x-large powder free,0,0,900,0,20/11/2020,"R326,862.00",,R0,0,326862.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11483,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 large powder free,0,0,6000,0,20/11/2020,"R1,050,000.00",,R0,0,1050000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11484,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 medium powder free,0,0,4000,0,20/11/2020,"R700,000.00",,R0,0,700000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11485,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 small powder free,0,0,4000,0,20/11/2020,"R700,000.00",,R0,0,700000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11486,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 x-large powder free,0,0,600,0,20/11/2020,"R105,000.00",,R0,0,105000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11496,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,Paper Roll Towel,65.03,230,Each,20/11/2020,"R14,956.90",16/03/2021,"R14,957",14957,14956.9,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,11708,GAUTENG - HEALTH,Gown surgical l/sleeve medium jade green,0,46.28,3000,EA,20/08/2020,"R138,840.00",,R0,0,138840.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11709,GAUTENG - HEALTH,Gown surgical l/sleeves large navy blue,0,47.66,3000,EA,20/08/2020,"R142,980.00",,R0,0,142980.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11710,GAUTENG - HEALTH,Gown surgical l/sleeves medium maz blue,0,47.66,5000,EA,20/08/2020,"R238,300.00",,R0,0,238300.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,11712,GAUTENG - HEALTH,Gown surgical l/sleeves xxx-l jade green,0,46.28,10000,EA,20/08/2020,"R462,800.00",,R0,0,462800.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12379,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,23.83,10000,Each,20/04/2020,"R238,300.00",,R0,0,238300.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12380,GAUTENG - HEALTH,Gown surgical med non-woven blue sterile,0,23.14,10000,Each,20/04/2020,"R231,400.00",,R0,0,231400.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12381,GAUTENG - HEALTH,Gown surgical sml non-woven blue sterile,0,22.46,10000,Each,20/04/2020,"R224,600.00",,R0,0,224600.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12573,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,46.97,200,Each,20/03/2020,"R9,395.04",20/04/2020,"R9,394",9394,9395.04,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12574,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.37,3000,Each,20/03/2020,"R70,120.10",20/04/2020,"R70,116",70116,70120.1,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12575,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.14,40,Each,20/03/2020,R925.80,20/04/2020,R926,926,925.8,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12576,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.28,50,Each,20/03/2020,"R1,164.10",20/04/2020,"R1,164",1164,1164.1,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,12691,CORRECTIONAL SERVICES,PPE015 Non-sterile examination gloves,0,181.59,300 BOXES,Box of 100,20/01/2021,"R54,477.00",20/04/2021,"R54,477",54477,54477.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,12986,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,175,578,0,19/07/2021,"R101,150.00",18/08/2021,"R101,150",101150,101150.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,13821,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 medium powder free,0,0,2800,0,18/11/2020,"R508,452.00",,R0,0,508452.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,13822,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 1 small powder free,0,0,2800,0,18/11/2020,"R508,452.00",,R0,0,508452.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,14409,HOME AFFAIRS,PPE001 Surgical masks for patients,0,"1,080.00",500,Box of 50,18/05/2020,"R540,000.00",6/4/2020,"R540,000",540000,540000.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,14784,GAUTENG DEPARTMENT OF HEALTH,Gown surgical l/sleeves large maz blue,0,0,20000,0,18/01/2021,"R476,600.00",,R0,0,476600.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,14785,GAUTENG DEPARTMENT OF HEALTH,Gown surgical l/sleeves medium maz blue,0,0,30000,0,18/01/2021,"R694,200.00",,R0,0,694200.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,14955,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,90,50000,0,17/11/2020,"R4,500,000.00",14/12/2020,"R4,500,000",4500000,4500000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,15140,GAUTENG - HEALTH,Gown high risk infection control large,0,47.66,2340,EA,17/08/2020,"R111,524.40",,R0,0,111524.4,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,15600,GAUTENG - HEALTH,Gown surgical long sleeve large coloured,0,23.83,2000,Each,17/04/2020,"R47,660.00",,R0,0,47660.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,16009,GAUTENG - SOCIAL DEVELOPMENT,PPE008 Surgical gowns,Not applicable,27.47,1000,Each,16/10/2020,"R27,470.00",,R0,0,27470.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,16703,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.83,300,Each,16/03/2020,"R7,149.09",20/04/2020,"R7,148",7148,7149.09,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,16947,GAUTENG - SOCIAL DEVELOPMENT,PPE008 Surgical gowns,Not applicable,140,338,Each,15/10/2020,"R47,320.00",,R0,0,47320.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,17342,GAUTENG - SOCIAL DEVELOPMENT,Gown surgical large non-wov blue sterile,0,64.4,1000,Each,15/06/2021,"R64,400.00",,R0,0,64400.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,18061,GAUTENG DEPARTMENT OF HEALTH,Gown surgical large non-wov blue sterile,0,0,1000,0,15/01/2021,"R27,530.00",,R0,0,27530.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,18062,GAUTENG DEPARTMENT OF HEALTH,Gown surgical med non-woven blue sterile,0,0,1000,0,15/01/2021,"R26,730.00",,R0,0,26730.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,18063,GAUTENG DEPARTMENT OF HEALTH,Gown surgical sml non-woven blue sterile,0,0,1000,0,15/01/2021,"R25,950.00",,R0,0,25950.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,18080,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,1.75,468000,0,15/01/2021,"R819,000.00",2/12/2021,"R819,000",819000,819000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,18482,SOUTH AFRICAN NATIONAL PARK,PPE000 Other PPEs,Digital Fever Thermometer,120,200,Each,14/07/2020,"R240,000.00",13/08/2020,"R240,000",240000,240000.0,South african national parks,promed technologies,MAAA0352514
106108072.02,promed technologies,18666,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,Not applicable,133.4,15,Each,14/05/2021,"R2,001.00",,R0,0,2001.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,18667,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,Not applicable,66.7,20,Each,14/05/2021,"R1,334.00",,R0,0,1334.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,19080,NORTH WEST - DEPARTMENT OF  RURAL ENVIRONMENT AND AGRICULTURE DEVELOPMENT,PPE013 Biohazard bags,0,0,2310,0,14/04/2020,"R3,003.00",19/05/2020,"R3,003",3003,3003.0,North west - rural environment and agriculture development,promed technologies,MAAA0352514
106108072.02,promed technologies,19104,NORTH WEST - DEPARTMENT OF  RURAL ENVIRONMENT AND AGRICULTURE DEVELOPMENT,PPE025 Sanitising spray bottles,0,0,369,0,14/04/2020,"R33,210.00",20/05/2020,"R33,210",33210,33210.0,North west - rural environment and agriculture development,promed technologies,MAAA0352514
106108072.02,promed technologies,19119,GAUTENG DEPARTMENT OF HEALTH,Gown surgical large non-wov blue sterile,0,0,1000,0,14/01/2021,"R120,000.00",,R0,0,120000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,19740,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,0,75,10000,Box of 50,13/05/2021,"R5,602,800.00",8/3/2021,"R749,996",749996,5602800.0,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,19742,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,0,75,15000,Box of 50,13/05/2021,"R1,124,700.00",9/1/2021,"R1,125,000",1125000,1124700.0,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,19763,MPUMALANGA - HEALTH,PPE009 Protective coveralls,0,69.1,7340,Each,13/05/2021,"R5,602,800.00",13/09/2021,"R507,196",507196,5602800.0,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20043,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.49,2000,Each,13/03/2020,"R7,149.09",20/04/2020,"R46,972",46972,7149.09,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20044,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,23.14,300,Each,13/03/2020,"R6,943.47",20/04/2020,"R6,943",6943,6943.47,Mpumalanga - health,promed technologies,MAAA0352514
