,No,Institution_name,Item_d,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,cleaned_name,Item_desp,No_per_unit,price_per_mask,real_quan
945,17671,MERAFONG LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,Change a Person,0,28.55,1000.0,Each,2020-05-15,"R28,550.00",2020-02-06,"R28,550",28550,28550.0,Merafong local municipality,PPE001 Surgical masks for patients,1.0,28.55,1000.0
946,17672,MERAFONG LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,Luyaphile Trading & Projects,0,28.0,1000.0,Each,2020-05-15,"R28,000.00",2020-02-06,"R28,000",28000,28000.0,Merafong local municipality,PPE001 Surgical masks for patients,1.0,28.0,1000.0
947,17673,NATIONAL ENERGY REGULATOR OF SOUTH AFRICA,PPE001 Surgical masks for patients,Enkay Designs,0,470.0,6.0,Box of 100,2020-05-15,"R2,820.00",2020-11-09,"R2,820",2820,2820.0,National energy regulator of south africa,PPE001 Surgical masks for patients,100.0,4.7,600.0
948,17674,ETHEKWINI MUNICIPALITY,PPE002 Surgical masks for healt care workers,MEGATEST,MASK N95 PARTICULATE,16.0,10000.0,Each,2020-05-15,"-R184,000.00",2020-05-15,"R184,000",184000,-184000.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,16.0,10000.0
949,17705,LEGAL AID SOUTH AFRICA,PPE017 2 Layer fabric cloth masks,KWT  Staff Mask Allowance,Mask Allowance (May 2020),150.0,38.0,Each,2020-05-15,"R5,700.00",2020-05-19,"R5,700",5700,5700.0,Legal aid south africa,cloth masks,1.0,150.0,38.0
950,17706,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,ZEBRA MEDICAL SUPPLIES,0,21.85,4548.0,Each,2020-05-15,"R99,373.80",,"R99,374",99374,99373.8,All wcg departments,cloth masks,1.0,21.85,4548.0
951,17707,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,CYMOD (PTY) LTD,0,23.31,500.0,Each,2020-05-15,"R11,655.25",,"R11,655",11655,11655.25,All wcg departments,cloth masks,1.0,23.31,500.0
952,17708,CEDERBERG MUNICIPALITY,PPE018 3 Layer fabric cloth masks,WAYMAKER SUPPORT SERVICES,0,30.0,1000.0,Each,2020-05-15,"R30,000.00",2020-02-07,"R30,000",30000,30000.0,Cederberg municipality,cloth masks,1.0,30.0,1000.0
953,17709,GAUTENG PARTNERSHIP FUND,PPE018 3 Layer fabric cloth masks,Angieochem,0,23.0,100.0,Each,2020-05-15,"R2,300.00",2020-07-17,"R2,300",2300,2300.0,Gauteng - partnership fund,cloth masks,1.0,23.0,100.0
954,17710,HOME AFFAIRS,PPE018 3 Layer fabric cloth masks,GULENI PROJECTS,0,49.0,300.0,Box of 100,2020-05-15,"R14,700.00",2020-05-20,"R14,700",14700,14700.0,Home affairs,cloth masks,100.0,0.49,30000.0
955,17711,MERAFONG LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Rebs Curtain Design Trading & Projects,0,25.0,300.0,Each,2020-05-15,"R7,500.00",2020-02-06,"R7,500",7500,7500.0,Merafong local municipality,cloth masks,1.0,25.0,300.0
956,17713,NATIONAL ENERGY REGULATOR OF SOUTH AFRICA,PPE018 3 Layer fabric cloth masks,Angiochem (Pty) Ltd,0,23.0,600.0,Each,2020-05-15,"R13,800.00",2020-03-07,"R13,800",13800,13800.0,National energy regulator of south africa,cloth masks,1.0,23.0,600.0
957,17714,THULAMELA MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Liberty General Supplier,0,25.0,4001400.0,Each,2020-05-15,"R10,000.00",2020-05-18,"R10,000",10000,10000.0,Thulamela municipality,cloth masks,1.0,25.0,4001400.0
958,17715,THULAMELA MUNICIPALITY,PPE018 3 Layer fabric cloth masks,AgapetosTrading Enterprise,0,35.0,4001400.0,Each,2020-05-15,"R22,000.00",2020-05-28,"R14,000",14000,22000.0,Thulamela municipality,cloth masks,1.0,35.0,4001400.0
959,17842,GAUTENG - HEALTH,Mask face surgical standard type 1,LIORA MEDICAL SUPPLIES,0,5.35,15000.0,Each,2020-04-15,"R80,250.00",,R0,0,80250.0,Gauteng - health,Uncategorized masks,1.0,5.35,15000.0
960,17861,DEFENCE,PPE001 Surgical masks for patients,KLK Projects,0,26.9,20000.0,Each (Box of 50),2020-04-15,"R538,000.00",,R0,0,538000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5379999999999999,1000000.0
961,17862,DEFENCE,PPE001 Surgical masks for patients,Mgigade Holdings (Pty) Ltd,0,25.5,20000.0,Each (Box of 50),2020-04-15,"R510,000.00",2020-05-05,"R510,000",510000,510000.0,Defence,PPE001 Surgical masks for patients,50.0,0.51,1000000.0
962,17863,DEFENCE,PPE001 Surgical masks for patients,Maxisana Trading cc,0,26.5,20000.0,Each (Box of 50),2020-04-15,"R530,000.00",2020-08-05,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
963,17864,DEFENCE,PPE001 Surgical masks for patients,Hlatswayo Tech (Pty) Ltd,0,26.5,20000.0,Each (Box of 50),2020-04-15,"R530,000.00",2020-04-21,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
964,17865,DEFENCE,PPE001 Surgical masks for patients,Ostak Trading,0,25.0,20000.0,Each (Box of 50),2020-04-15,"R500,000.00",2020-04-21,"R500,000",500000,500000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,1000000.0
965,17866,DEFENCE,PPE001 Surgical masks for patients,Belph Tradings,0,24.5,20000.0,Each (Box of 50),2020-04-15,"R490,000.00",2020-04-24,"R490,000",490000,490000.0,Defence,PPE001 Surgical masks for patients,50.0,0.49,1000000.0
966,17867,DEFENCE,PPE001 Surgical masks for patients,HLCB Holdings,0,28.95,20000.0,Each (Box of 50),2020-04-15,"R579,000.00",2020-04-30,"R579,000",579000,579000.0,Defence,PPE001 Surgical masks for patients,50.0,0.579,1000000.0
967,17868,"DEPARTMENT OF PLANNING, MONITORING & EVALUATION (DPME)",PPE001 Surgical masks for patients,Biologica Pharmaceuticals,0,1332.5,40.0,Box of 50,2020-04-15,"R53,300.00",2020-04-29,"R53,300",53300,53300.0,"Department of planning, monitoring & evaluation (dpme)",PPE001 Surgical masks for patients,50.0,26.65,2000.0
968,17869,EASTERN CAPE PROVINCIAL LEGISLATURE,PPE001 Surgical masks for patients,LOPONTA,0,45.0,1000.0,Each,2020-04-15,"R45,000.00",2020-08-05,"R45,000",45000,45000.0,Eastern cape - provincial legislature,PPE001 Surgical masks for patients,1.0,45.0,1000.0
969,17870,MKHONDO LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,GABANGANI,0,42.8,400.0,Each,2020-04-15,"R17,120.00",2020-05-25,"R17,120",17120,17120.0,Mkhondo local municipality,PPE001 Surgical masks for patients,1.0,42.8,400.0
970,17872,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,SAWAB FREIGHT,0,29.3,120.0,Each,2020-04-15,"R3,516.00",,"R3,516",3516,3516.0,South african revenue services,PPE001 Surgical masks for patients,1.0,29.3,120.0
971,17873,ETHEKWINI MUNICIPALITY,PPE002 Surgical masks for healt care workers,Silo Group Holdings,MASK SURGICAL,12.0,100000.0,Each,2020-04-15,"R1,200,000.00",,R0,0,1200000.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,12.0,100000.0
972,17874,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,BSN Trading,0,20.0,200000.0,Each,2020-04-15,"R4,000,000.00",2020-05-18,"R4,000,000",4000000,4000000.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,20.0,200000.0
973,17875,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,Platinum Medical and Surgical,0,20.0,200000.0,Each,2020-04-15,"R4,000,000.00",2020-05-25,"R4,000,000",4000000,4000000.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,20.0,200000.0
974,17876,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,G-MERV TRADING,0,23.0,100000.0,Each,2020-04-15,"R2,300,000.00",2020-04-23,"R2,300,000",2300000,2300000.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,23.0,100000.0
975,17877,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,HLALU LINDZILE CONSTRUCTION,0,26.45,100000.0,Each,2020-04-15,"R2,645,000.00",2020-04-23,"R2,645,000",2645000,2645000.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,26.45,100000.0
976,17878,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,HLALU LINDZILE CONSTRUCTION,0,26.45,150000.0,Each,2020-04-15,"R3,967,500.00",2020-04-29,"R3,967,500",3967500,3967500.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,26.45,150000.0
977,17879,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,SILVER FALLS SCIENTIFIC SOLUTIONS,0,26.45,166000.0,Each,2020-04-15,"R4,390,700.00",2020-04-23,"R4,390,700",4390700,4390700.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,26.45,166000.0
978,17880,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,SILVER FALLS SCIENTIFIC SOLUTIONS,0,26.45,168000.0,Each,2020-04-15,"R4,443,600.00",2020-04-23,"R4,443,600",4443600,4443600.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,26.45,168000.0
979,17881,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,SILVER FALLS SCIENTIFIC SOLUTIONS,0,26.45,23000.0,Each,2020-04-15,"R4,390,700.00",2020-04-23,"R608,350",608350,4390700.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,26.45,23000.0
980,17882,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,JAAZIEL EVENTS MANAGEMENT,0,25.0,50000.0,Each,2020-04-15,"R2,499,985.00",2020-08-05,"R1,249,993",1249993,2499985.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,25.0,50000.0
981,17883,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,JAAZIEL EVENTS MANAGEMENT,0,25.0,50000.0,Each,2020-04-15,"R2,499,985.00",2020-04-23,"R1,249,993",1249993,2499985.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,25.0,50000.0
982,17884,STELLENBOSCH MUNICIPALITY,PPE002 Surgical masks for healt care workers,STARTUNE,Mask surgical (50 per box),986.13,100.0,Box of 50,2020-04-15,"R98,612.50",2020-04-30,"R98,613",98613,98612.5,Stellenbosch municipality,PPE002 Surgical masks for health care workers,50.0,19.7226,5000.0
983,17896,NATIONAL RESEARCH FOUNDATION,PPE018 3 Layer fabric cloth masks,Fire and Ash Marketing,0,26.45,2000.0,Each,2020-04-15,"R52,900.00",2020-06-17,"R52,900",52900,52900.0,National research foundation,cloth masks,1.0,26.45,2000.0
984,18099,TECHNOLOGY INNOVATION AGENCY,Disposable 3ply mask,GARRETT ASSEMBLIES trd KEMPSTON CLEANING SERVICES,0,575.0,4.0,Box of 50,2020-01-15,"R2,300.00",2020-12-02,"R2,300",2300,2300.0,Technology innovation agency,Uncategorized masks,50.0,11.5,200.0
985,18119,PERISHABLE PRODUCTS EXPORT CONTROL BOARD,PPE001 Surgical masks for patients,Isibhakabhaka General Trading,0,6.38,3000.0,Each,2020-12-14,"R19,147.50",2021-01-21,"R19,148",19148,19147.5,Perishable products export control board,PPE001 Surgical masks for patients,1.0,6.38,3000.0
986,18129,ELECTORAL COMMISSION,PPE018 3 Layer fabric cloth masks,Dis-Chem,Mask,24.95,6.0,Each,2020-12-14,R149.70,2020-12-14,R150,150,149.7,Electoral commission (iec),cloth masks,1.0,24.95,6.0
987,18184,ETHEKWINI METROPOLITAN MUNICIPALITY,PPE018 3 Layer fabric cloth masks,AMANDLA TOOLS INDUSTRIAL SUPPLIES,0,15.0,1000.0,Each,2020-10-14,"R15,000.00",,"R17,250",17250,15000.0,Ethekwini municipality,cloth masks,1.0,15.0,1000.0
988,18185,MPUMALANGA - COMMUNITY SAFETY SECURITY AND LIAISON,PPE018 3 Layer fabric cloth masks,AMUKELANI OKUHLE TRADING,0,25.0,596.0,Each,2020-10-14,"R14,900.00",2021-09-02,"R14,900",14900,14900.0,Mpumalanga - community safety security and liaison,cloth masks,1.0,25.0,596.0
989,18230,GAUTENG - HEALTH,Mask dust FFP2 twin strap convex,Foxxil Medical Pty Ltd,0,87.48,10.0,EA,2020-09-14,R874.80,,R0,0,874.8,Gauteng - health,"respirator masks (FFP2, N95)",1.0,87.48,10.0
990,18254,EASTERN CAPE - SOCIAL DEVELOPMENT AND SPECIAL PROGRAMMES,PPE001 Surgical masks for patients,Biological Pharmaceuticals,0,26.65,30000.0,Each,2020-09-14,"R799,500.00",,R0,0,799500.0,Eastern cape - social development and special programmes,PPE001 Surgical masks for patients,1.0,26.65,30000.0
991,18255,SOUTH AFRICAN NATIONAL SPACE AGENCY,PPE001 Surgical masks for patients,FP Hygiene,3Ply disposable face masks,4.05,1000.0,Box of 50,2020-09-14,"R4,048.00",2020-09-10,"R4,048",4048,4048.0,South african national space agency,PPE001 Surgical masks for patients,50.0,0.081,50000.0
992,18256,MPUMALANGA - OFFICE OF THE PREMIER,PPE002 Surgical masks for healt care workers,I Candy Printers & Signage,0,505.0,25.0,Box of 50,2020-09-14,"R12,625.00",2020-09-18,"R12,625",12625,12625.0,Mpumalanga - office of the premier,PPE002 Surgical masks for health care workers,50.0,10.1,1250.0
993,18259,COUNCIL FOR GEOSCIENCE,PPE018 3 Layer fabric cloth masks,Awela Promotions,Additional charges for branding,25.0,12000.0,Each,2020-09-14,"R498,000.00",,R0,0,498000.0,Council for geosciences,cloth masks,1.0,25.0,12000.0
994,18260,TRADE & INDUSTRY,PPE018 3 Layer fabric cloth masks,Dischem Woodland Pharmacy,0,174.65,2.0,Each,2020-09-14,R349.30,2020-09-15,R349,349,349.3,Trade & industry,cloth masks,1.0,174.65,2.0
995,18261,UMZIMKHULU MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Jaca-Zaca Catering & Construction cc,0,75.0,15.0,Each,2020-09-14,"R1,125.00",2020-10-29,"R1,125",1125,1125.0,Umzimkhulu municipality,cloth masks,1.0,75.0,15.0
996,18294,EASTERN CAPE - EASTERN CAPE DEVELOPMENT CORPORATION,N95 Masks,Tumani Projects,0,36.71,400.0,Each,2020-08-14,"R14,684.00",,R0,0,14684.0,Eastern cape - development corporation,"respirator masks (FFP2, N95)",1.0,36.71,400.0
997,18325,NORTH WEST HOUSING CORPORATION,PPE017 2 Layer fabric cloth masks,0,0,24.0,100.0,Each,2020-08-14,"R2,400.00",,R0,0,2400.0,North west - housing corporation,cloth masks,1.0,24.0,100.0
998,18326,MAPHUMULO LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,BARGAIN UNIFORM AND SPORT,0,25.0,100.0,Each,2020-08-14,"R2,500.00",2021-04-14,"R2,500",2500,2500.0,Maphumulo local municipality,cloth masks,1.0,25.0,100.0
999,18491,DEFENCE,PPE001 Surgical masks for patients,Letsepe Medical Service,0,17.0,60000.0,Each,2020-07-14,"R44,216.00",2020-07-22,"R44,216",44216,44216.0,Defence,PPE001 Surgical masks for patients,1.0,17.0,60000.0
1000,18495,ITHALA DEVELOPMENT FINANCE CORPORATION LIMITED,PPE001 Surgical masks for patients,Endomed medical and Surgical Supplies,0,12.42,2000.0,Each,2020-07-14,"R24,840.00",,R0,0,24840.0,Ithala development finance corporation limited,PPE001 Surgical masks for patients,1.0,12.42,2000.0
1001,18496,KWAZULU NATAL - HEALTH,PPE001 Surgical masks for patients,TBE Security and Cleaning Services,0,5.0,200000.0,Each,2020-07-14,"R1,000,000.00",2020-07-28,"R1,000,000",1000000,1000000.0,Kwazulu natal - health,PPE001 Surgical masks for patients,1.0,5.0,200000.0
1002,18497,KWAZULU NATAL - HEALTH,PPE001 Surgical masks for patients,Nosindilee Construction and Projects,0,5.7,200000.0,Each,2020-07-14,"R1,140,000.00",2020-07-29,"R1,140,000",1140000,1140000.0,Kwazulu natal - health,PPE001 Surgical masks for patients,1.0,5.7,200000.0
1003,18498,NKANGALA DISTRICT MUNICIPALITY,PPE001 Surgical masks for patients,Pristine Group,0,589.0,150.0,Box of 100,2020-07-14,"R88,350.00",2020-07-29,"R88,350",88350,88350.0,Nkangala district municipality,PPE001 Surgical masks for patients,100.0,5.89,15000.0
1004,18499,SOUTH AFRICAN NATIONAL PARK,PPE001 Surgical masks for patients,Zaheer Muhammad Cassim,0,10.58,100.0,Each,2020-07-14,"R1,058.00",2020-08-27,"R29,590",29590,1058.0,South african national parks,PPE001 Surgical masks for patients,1.0,10.58,100.0
1005,18500,TOURISM,PPE001 Surgical masks for patients,Willovale Pharmacy,0,750.0,1.0,Box of 50,2020-07-14,R50.00,2020-07-14,R750,750,50.0,Department of tourism,PPE001 Surgical masks for patients,50.0,15.0,50.0
1006,18501,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,Rodin Logistics,0,8.43,200000.0,Each,2020-07-14,"R1,685,900.00",2020-04-08,"R1,685,900",1685900,1685900.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,8.43,200000.0
1007,18502,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,Mandelphas Trading,0,7.71,200000.0,Each,2020-07-14,"R1,542,000.00",2020-07-28,"R1,542,000",1542000,1542000.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,7.71,200000.0
1008,18503,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,Platinum Medical and Surgical,0,9.8,200000.0,Each,2020-07-14,"R1,960,000.00",2020-07-28,"R1,960,000",1960000,1960000.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,9.8,200000.0
1009,18504,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,Andimahle Trading Enterprise,0,9.53,200000.0,Each,2020-07-14,"R1,906,700.00",2020-07-29,"R1,906,700",1906700,1906700.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,9.53,200000.0
1010,18505,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,Power Energy Centre,0,7.98,200000.0,Each,2020-07-14,"R1,596,000.00",2020-07-29,"R1,596,000",1596000,1596000.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,7.98,200000.0
1011,18506,THE ELECTORAL COMMISSION,PPE002 Surgical masks for healt care workers,Sila Leyapo (PTY) LTD,0,30.0,50.0,Box of 50,2020-07-14,"R1,500.00",2020-07-28,"R2,995",2995,1500.0,Electoral commission (iec),PPE002 Surgical masks for health care workers,50.0,0.6,2500.0
1012,18526,NKANGALA DISTRICT MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Pristine Group,0,21.99,2500.0,Each,2020-07-14,"R54,975.00",2020-07-29,"R54,975",54975,54975.0,Nkangala district municipality,cloth masks,1.0,21.99,2500.0
1013,18527,WEST COAST DISTRICT MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Bagazio Promotions,0,19.54,200.0,Each,2020-07-14,"R3,907.70",2020-08-28,"R3,908",3908,3907.7,West coast district municipality,cloth masks,1.0,19.54,200.0
1014,18800,BUFFALO CITY METROPOLITAN DEVELOPMENT AGENCY,PPE001 Surgical masks for patients,Masalamahle- Trading,0,508.69,150.0,Box of 50,2020-05-14,"R76,303.50",2020-07-21,R0,0,76303.5,Buffalo city metropolitan development agency,PPE001 Surgical masks for patients,50.0,10.1738,7500.0
1015,18801,DEFENCE,PPE001 Surgical masks for patients,Cubicle,0,612.5,200.0,Each (Box of 50),2020-05-14,"R122,500.00",2020-05-19,R0,0,122500.0,Defence,PPE001 Surgical masks for patients,50.0,12.25,10000.0
1016,18802,DEFENCE,PPE001 Surgical masks for patients,Glentro Pty Ltd,0,26.5,20000.0,Each (Box of 50),2020-05-14,"R530,000.00",2020-05-06,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
1017,18803,DEFENCE,PPE001 Surgical masks for patients,Mphela Kanyane Holdings,0,26.5,20000.0,Each (Box of 50),2020-05-14,"R530,000.00",2020-05-06,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
1018,18804,DEFENCE,PPE001 Surgical masks for patients,Xpand Business Enterprise Pty Ltd,0,26.0,20000.0,Each (Box of 50),2020-05-14,"R520,000.00",2020-09-06,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1019,18805,DEFENCE,PPE001 Surgical masks for patients,Mphuma Supply and Services,0,26.5,20000.0,Each (Box of 50),2020-05-14,"R530,000.00",2020-06-15,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
1020,18806,DEFENCE,PPE001 Surgical masks for patients,Projects by Bella,0,26.0,20000.0,Each (Box of 50),2020-05-14,"R520,000.00",2020-06-15,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1021,18807,DEFENCE,PPE001 Surgical masks for patients,MBV Corporations (Pty) Ltd,0,18.0,20000.0,Each (Box of 50),2020-05-14,"R360,000.00",2020-07-31,"R360,000",360000,360000.0,Defence,PPE001 Surgical masks for patients,50.0,0.36,1000000.0
1022,18808,DEFENCE,PPE001 Surgical masks for patients,Hunadi and Monare Trading cc,0,22.5,25000.0,Each (Box of 50),2020-05-14,"R562,500.00",2020-11-06,"R562,500",562500,562500.0,Defence,PPE001 Surgical masks for patients,50.0,0.45,1250000.0
1023,18809,DEFENCE,PPE001 Surgical masks for patients,D9X Trading Pty Ltd,0,22.5,25000.0,Each (Box of 50),2020-05-14,"R562,500.00",2020-06-22,"R562,500",562500,562500.0,Defence,PPE001 Surgical masks for patients,50.0,0.45,1250000.0
1024,18810,DEFENCE,PPE001 Surgical masks for patients,Malyim Pty Ltd,0,26.5,30000.0,Each (Box of 50),2020-05-14,"R795,000.00",2020-08-06,"R795,000",795000,795000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1500000.0
1025,18811,DEFENCE,PPE001 Surgical masks for patients,Janicol,0,26.5,30000.0,Each (Box of 50),2020-05-14,"R795,000.00",2020-09-06,"R795,000",795000,795000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1500000.0
1026,18812,DEFENCE,PPE001 Surgical masks for patients,Mosadi Mokgabo,0,26.5,30000.0,Each (Box of 50),2020-05-14,"R795,000.00",2020-09-06,"R795,000",795000,795000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1500000.0
1027,18813,DEFENCE,PPE001 Surgical masks for patients,Dirang Bohle Trading 45,0,26.0,37500.0,Each (Box of 50),2020-05-14,"R975,000.00",2020-09-06,"R975,000",975000,975000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1875000.0
1028,18814,DEFENCE,PPE001 Surgical masks for patients,Vulombe Trading Enterprise (Pty) Ltd,0,25.0,40000.0,Each (Box of 50),2020-05-14,"R1,000,000.00",2020-03-06,"R1,000,000",1000000,1000000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,2000000.0
1029,18815,DEFENCE,PPE001 Surgical masks for patients,Vulumbe Trading Enterprise (Pty) Ltd,0,25.0,40000.0,Each (Box of 50),2020-05-14,"R1,000,000.00",2020-03-06,"R1,000,000",1000000,1000000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,2000000.0
1030,18816,DEFENCE,PPE001 Surgical masks for patients,Unomhlobo IT Projects,0,25.0,40000.0,Each (Box of 50),2020-05-14,"R1,000,000.00",2020-04-06,"R1,000,000",1000000,1000000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,2000000.0
1031,18817,DEFENCE,PPE001 Surgical masks for patients,Dkoo Trading,0,26.0,40000.0,Each (Box of 50),2020-05-14,"R1,040,000.00",2020-05-06,"R1,040,000",1040000,1040000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,2000000.0
1032,18818,DEFENCE,PPE001 Surgical masks for patients,Unomhlobo IT Projects,0,25.0,40000.0,Each (Box of 50),2020-05-14,"R1,000,000.00",2020-08-06,"R1,000,000",1000000,1000000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,2000000.0
1033,18819,DEFENCE,PPE001 Surgical masks for patients,Sepotsoane,0,26.0,40000.0,Each (Box of 50),2020-05-14,"R1,040,000.00",2020-06-15,"R1,040,000",1040000,1040000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,2000000.0
1034,18820,DEFENCE,PPE001 Surgical masks for patients,Parvilor,0,25.5,40000.0,Each (Box of 50),2020-05-14,"R1,019,820.00",2020-06-25,"R1,019,820",1019820,1019820.0,Defence,PPE001 Surgical masks for patients,50.0,0.51,2000000.0
1035,18821,DEFENCE,PPE001 Surgical masks for patients,Roxports (Pty) Ltd,0,21.0,50000.0,Each (Box of 50),2020-05-14,"R1,050,000.00",2020-10-06,"R1,050,000",1050000,1050000.0,Defence,PPE001 Surgical masks for patients,50.0,0.42,2500000.0
1036,18822,DEFENCE,PPE001 Surgical masks for patients,Novel Initiative,0,19.95,50000.0,Each (Box of 50),2020-05-14,"R997,500.00",2020-01-07,"R997,500",997500,997500.0,Defence,PPE001 Surgical masks for patients,50.0,0.39899999999999997,2500000.0
1037,18823,DEFENCE,PPE001 Surgical masks for patients,Ranzi Resourcing,0,27.0,50000.0,Each (Box of 50),2020-05-14,"R1,350,000.00",2020-06-15,"R1,350,000",1350000,1350000.0,Defence,PPE001 Surgical masks for patients,50.0,0.54,2500000.0
1038,18824,DEFENCE,PPE001 Surgical masks for patients,HLCB Holdings,0,27.0,50000.0,Each (Box of 50),2020-05-14,"R1,325,000.00",2020-07-20,"R1,325,000",1325000,1325000.0,Defence,PPE001 Surgical masks for patients,50.0,0.54,2500000.0
1039,18825,DEFENCE,PPE001 Surgical masks for patients,Arctopart Strategic Supplies,0,21.5,50000.0,Each (Box of 50),2020-05-14,"R1,075,000.00",2020-06-22,"R1,075,000",1075000,1075000.0,Defence,PPE001 Surgical masks for patients,50.0,0.43,2500000.0
1040,18826,DEFENCE,PPE001 Surgical masks for patients,MN Group (Pty) Ltd,0,27.0,50000.0,Each (Box of 50),2020-05-14,"R1,350,000.00",2020-06-23,"R1,350,000",1350000,1350000.0,Defence,PPE001 Surgical masks for patients,50.0,0.54,2500000.0
1041,18827,DEFENCE,PPE001 Surgical masks for patients,Pandaries,0,21.5,50000.0,Each (Box of 50),2020-05-14,"R1,075,000.00",2020-06-26,"R1,075,000",1075000,1075000.0,Defence,PPE001 Surgical masks for patients,50.0,0.43,2500000.0
1042,18828,ECONOMIC DEVELOPMENT,PPE001 Surgical masks for patients,Lugaju Innovation,0,23.5,1200.0,Each,2020-05-14,"R28,200.00",2016-06-30,"R28,200",28200,28200.0,Department of economic development,PPE001 Surgical masks for patients,1.0,23.5,1200.0
1043,18829,KWA-ZULU NATAL - EZEMVELO KWAZULU-NATAL WILDLIFE,PPE002 Surgical masks for healt care workers,Zizwe Business  Group ( Pty ) Ltd,0,99.6,80.0,Each,2020-05-14,"R7,968.00",2020-05-18,"R7,968",7968,7968.0,Kwazulu natal - ezemvelo kwazulu-natal wildlife,PPE002 Surgical masks for health care workers,1.0,99.6,80.0
1044,18830,THULAMELA MUNICIPALITY,PPE002 Surgical masks for healt care workers,Spot On Trading,0,10.22,500015000.0,Each,2020-05-14,"R51,100.00",2020-05-28,"R51,100",51100,51100.0,Thulamela municipality,PPE002 Surgical masks for health care workers,1.0,10.22,500015000.0
